Regional_Grouping,Region,Region_Code,M49Region_Code,Country,ISO3Code,M49_Code
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Puerto Rico,PRI,630
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Saint Barthélemy,BLM,652
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Saint Kitts and Nevis,KNA,659
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Saint Lucia,LCA,662
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Saint Martin (French part),MAF,663
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Saint Vincent and the Grenadines,VCT,670
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Sint Maarten,SXM,534
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Trinidad and Tobago,TTO,780
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Turks and Caicos Islands,TCA,796
UNSDG_REGION_GLOBAL,Caribbean,UNSDG_CARIBBEAN,29,Virgin Islands U.S.,VIR,850
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Belize,BLZ,84
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Costa Rica,CRI,188
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,El Salvador,SLV,222
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Guatemala,GTM,320
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Honduras,HND,340
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Mexico,MEX,484
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Nicaragua,NIC,558
UNSDG_REGION_GLOBAL,Central America,UNSDG_CENTRALAMR,13,Panama,PAN,591
UNSDG_REGION_GLOBAL,Central Asia,UNSDG_CENTRALASIA,143,Kazakhstan,KAZ,398
UNSDG_REGION_GLOBAL,Central Asia,UNSDG_CENTRALASIA,143,Kyrgyzstan,KGZ,417
UNSDG_REGION_GLOBAL,Central Asia,UNSDG_CENTRALASIA,143,Tajikistan,TJK,762
UNSDG_REGION_GLOBAL,Central Asia,UNSDG_CENTRALASIA,143,Turkmenistan,TKM,795
UNSDG_REGION_GLOBAL,Central Asia,UNSDG_CENTRALASIA,143,Uzbekistan,UZB,860
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Afghanistan,AFG,4
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Bangladesh,BGD,50
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Bhutan,BTN,64
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,India,IND,356
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Iran (Islamic Republic of),IRN,364
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Kazakhstan,KAZ,398
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Kyrgyzstan,KGZ,417
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Maldives,MDV,462
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Nepal,NPL,524
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Pakistan,PAK,586
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Sri Lanka,LKA,144
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Tajikistan,TJK,762
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Turkmenistan,TKM,795
UNSDG_REGION_GLOBAL,Central and Southern Asia,UNSDG_CENTRALASIASOUTHERNASIA,62,Uzbekistan,UZB,860
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,,IOT,
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,,ATF,
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Burundi,BDI,108
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Comoros,COM,174
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Djibouti,DJI,262
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Eritrea,ERI,232
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Ethiopia,ETH,231
UNSDG_REGION_GLOBAL,Eastern Africa,UNSDG_EASTERNAFR,14,Kenya,KEN,404
