Regional_Grouping,Region,Region_Code,Country,ISO3Code
UNICEF_SOWC,World,WORLD,Guyana,GUY
UNICEF_SOWC,World,WORLD,Haiti,HTI
UNICEF_SOWC,World,WORLD,Holy See,VAT
UNICEF_SOWC,World,WORLD,Honduras,HND
UNICEF_SOWC,World,WORLD,Hungary,HUN
UNICEF_SOWC,World,WORLD,Iceland,ISL
UNICEF_SOWC,World,WORLD,India,IND
UNICEF_SOWC,World,WORLD,Indonesia,IDN
UNICEF_SOWC,World,WORLD,Iran (Islamic Republic of),IRN
UNICEF_SOWC,World,WORLD,Iraq,IRQ
UNICEF_SOWC,World,WORLD,Ireland,IRL
UNICEF_SOWC,World,WORLD,Israel,ISR
UNICEF_SOWC,World,WORLD,Italy,ITA
UNICEF_SOWC,World,WORLD,Jamaica,JAM
UNICEF_SOWC,World,WORLD,Japan,JPN
UNICEF_SOWC,World,WORLD,Jordan,JOR
UNICEF_SOWC,World,WORLD,Kazakhstan,KAZ
UNICEF_SOWC,World,WORLD,Kenya,KEN
UNICEF_SOWC,World,WORLD,Kiribati,KIR
UNICEF_SOWC,World,WORLD,Kuwait,KWT
UNICEF_SOWC,World,WORLD,Kyrgyzstan,KGZ
UNICEF_SOWC,World,WORLD,Lao People's Democratic Republic,LAO
UNICEF_SOWC,World,WORLD,Latvia,LVA
UNICEF_SOWC,World,WORLD,Lebanon,LBN
UNICEF_SOWC,World,WORLD,Lesotho,LSO
UNICEF_SOWC,World,WORLD,Liberia,LBR
UNICEF_SOWC,World,WORLD,Libya,LBY
UNICEF_SOWC,World,WORLD,Liechtenstein,LIE
UNICEF_SOWC,World,WORLD,Lithuania,LTU
UNICEF_SOWC,World,WORLD,Luxembourg,LUX
UNICEF_SOWC,World,WORLD,Madagascar,MDG
UNICEF_SOWC,World,WORLD,Malawi,MWI
UNICEF_SOWC,World,WORLD,Malaysia,MYS
UNICEF_SOWC,World,WORLD,Maldives,MDV
UNICEF_SOWC,World,WORLD,Mali,MLI
UNICEF_SOWC,World,WORLD,Malta,MLT
UNICEF_SOWC,World,WORLD,Marshall Islands,MHL
UNICEF_SOWC,World,WORLD,Mauritania,MRT
UNICEF_SOWC,World,WORLD,Mauritius,MUS
UNICEF_SOWC,World,WORLD,Mexico,MEX
UNICEF_SOWC,World,WORLD,Micronesia (Federated States of),FSM
UNICEF_SOWC,World,WORLD,Monaco,MCO
UNICEF_SOWC,World,WORLD,Mongolia,MNG
UNICEF_SOWC,World,WORLD,Montenegro,MNE
UNICEF_SOWC,World,WORLD,Montserrat,MSR
UNICEF_SOWC,World,WORLD,Morocco,MAR
UNICEF_SOWC,World,WORLD,Mozambique,MOZ
UNICEF_SOWC,World,WORLD,Myanmar,MMR
UNICEF_SOWC,World,WORLD,Namibia,NAM
UNICEF_SOWC,World,WORLD,Nauru,NRU
UNICEF_SOWC,World,WORLD,Nepal,NPL
UNICEF_SOWC,World,WORLD,Netherlands (Kingdom of the),NLD
UNICEF_SOWC,World,WORLD,New Zealand,NZL
UNICEF_SOWC,World,WORLD,Nicaragua,NIC
UNICEF_SOWC,World,WORLD,Niger,NER
UNICEF_SOWC,World,WORLD,Nigeria,NGA
UNICEF_SOWC,World,WORLD,Niue,NIU
UNICEF_SOWC,World,WORLD,North Macedonia,MKD
UNICEF_SOWC,World,WORLD,Norway,NOR
UNICEF_SOWC,World,WORLD,Oman,OMN
UNICEF_SOWC,World,WORLD,Pakistan,PAK
UNICEF_SOWC,World,WORLD,Palau,PLW
UNICEF_SOWC,World,WORLD,Panama,PAN
UNICEF_SOWC,World,WORLD,Papua New Guinea,PNG
UNICEF_SOWC,World,WORLD,Paraguay,PRY
UNICEF_SOWC,World,WORLD,Peru,PER
UNICEF_SOWC,World,WORLD,Philippines,PHL
UNICEF_SOWC,World,WORLD,Poland,POL
UNICEF_SOWC,World,WORLD,Portugal,PRT
UNICEF_SOWC,World,WORLD,Qatar,QAT
UNICEF_SOWC,World,WORLD,Republic of Korea,KOR
UNICEF_SOWC,World,WORLD,Republic of Moldova,MDA
UNICEF_SOWC,World,WORLD,Romania,ROU
UNICEF_SOWC,World,WORLD,Russian Federation,RUS
UNICEF_SOWC,World,WORLD,Rwanda,RWA
UNICEF_SOWC,World,WORLD,Saint Kitts and Nevis,KNA
UNICEF_SOWC,World,WORLD,Saint Lucia,LCA
UNICEF_SOWC,World,WORLD,Saint Vincent and the Grenadines,VCT
UNICEF_SOWC,World,WORLD,Samoa,WSM
UNICEF_SOWC,World,WORLD,San Marino,SMR
UNICEF_SOWC,World,WORLD,Sao Tome and Principe,STP
UNICEF_SOWC,World,WORLD,Saudi Arabia,SAU
UNICEF_SOWC,World,WORLD,Senegal,SEN
UNICEF_SOWC,World,WORLD,Serbia,SRB
UNICEF_SOWC,World,WORLD,Seychelles,SYC
UNICEF_SOWC,World,WORLD,Sierra Leone,SLE
UNICEF_SOWC,World,WORLD,Singapore,SGP
UNICEF_SOWC,World,WORLD,Slovakia,SVK
UNICEF_SOWC,World,WORLD,Slovenia,SVN
UNICEF_SOWC,World,WORLD,Solomon Islands,SLB
UNICEF_SOWC,World,WORLD,Somalia,SOM
UNICEF_SOWC,World,WORLD,South Africa,ZAF
UNICEF_SOWC,World,WORLD,South Sudan,SSD
UNICEF_SOWC,World,WORLD,Spain,ESP
UNICEF_SOWC,World,WORLD,Sri Lanka,LKA
UNICEF_SOWC,World,WORLD,State of Palestine,PSE
UNICEF_SOWC,World,WORLD,Sudan,SDN
UNICEF_SOWC,World,WORLD,Suriname,SUR
UNICEF_SOWC,World,WORLD,Sweden,SWE
UNICEF_SOWC,World,WORLD,Switzerland,CHE
UNICEF_SOWC,World,WORLD,Syrian Arab Republic,SYR
UNICEF_SOWC,World,WORLD,Tajikistan,TJK
UNICEF_SOWC,World,WORLD,Thailand,THA
UNICEF_SOWC,World,WORLD,Timor-Leste,TLS
UNICEF_SOWC,World,WORLD,Togo,TGO
UNICEF_SOWC,World,WORLD,Tokelau,TKL
UNICEF_SOWC,World,WORLD,Tonga,TON
UNICEF_SOWC,World,WORLD,Trinidad and Tobago,TTO
UNICEF_SOWC,World,WORLD,Tunisia,TUN
UNICEF_SOWC,World,WORLD,Turkmenistan,TKM
UNICEF_SOWC,World,WORLD,Turks and Caicos Islands,TCA
UNICEF_SOWC,World,WORLD,Tuvalu,TUV
UNICEF_SOWC,World,WORLD,Türkiye,TUR
UNICEF_SOWC,World,WORLD,Uganda,UGA
UNICEF_SOWC,World,WORLD,Ukraine,UKR
UNICEF_SOWC,World,WORLD,United Arab Emirates,ARE
UNICEF_SOWC,World,WORLD,United Kingdom,GBR
UNICEF_SOWC,World,WORLD,United Republic of Tanzania,TZA
UNICEF_SOWC,World,WORLD,United States,USA
UNICEF_SOWC,World,WORLD,Uruguay,URY
UNICEF_SOWC,World,WORLD,Uzbekistan,UZB
UNICEF_SOWC,World,WORLD,Vanuatu,VUT
UNICEF_SOWC,World,WORLD,Venezuela (Bolivarian Republic of),VEN
UNICEF_SOWC,World,WORLD,Viet Nam,VNM
UNICEF_SOWC,World,WORLD,Yemen,YEM
UNICEF_SOWC,World,WORLD,Zambia,ZMB
UNICEF_SOWC,World,WORLD,Zimbabwe,ZWE
