Regional_Grouping,Region,Region_Code,Country,ISO3Code,M49_Code
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Solomon Islands,SLB,90
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Thailand,THA,764
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Timor-Leste,TLS,626
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Tokelau,TKL,772
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Tonga,TON,776
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Tuvalu,TUV,798
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Vanuatu,VUT,548
UNICEF_REP_REG_GLOBAL,East Asia and Pacific,UNICEF_EAP,Viet Nam,VNM,704
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Albania,ALB,8
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Armenia,ARM,51
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Azerbaijan,AZE,31
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Belarus,BLR,112
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Bosnia and Herzegovina,BIH,70
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Bulgaria,BGR,100
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Croatia,HRV,191
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Georgia,GEO,268
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Kazakhstan,KAZ,398
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Kosovo (UNSCR 1244),XKX,
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Kyrgyzstan,KGZ,417
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Montenegro,MNE,499
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,North Macedonia,MKD,807
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Republic of Moldova,MDA,498
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Romania,ROU,642
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Russian Federation,RUS,643
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Serbia,SRB,688
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Tajikistan,TJK,762
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Turkmenistan,TKM,795
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Türkiye,TUR,792
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Ukraine,UKR,804
UNICEF_REP_REG_GLOBAL,Eastern Europe and Central Asia,UNICEF_EECA,Uzbekistan,UZB,860
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Angola,AGO,24
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Botswana,BWA,72
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Burundi,BDI,108
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Comoros,COM,174
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Djibouti,DJI,262
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Eritrea,ERI,232
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Eswatini,SWZ,748
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Ethiopia,ETH,231
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Kenya,KEN,404
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Lesotho,LSO,426
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Madagascar,MDG,450
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Malawi,MWI,454
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Mauritius,MUS,480
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Mozambique,MOZ,508
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Namibia,NAM,516
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Rwanda,RWA,646
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Seychelles,SYC,690
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Somalia,SOM,706
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,South Africa,ZAF,710
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,South Sudan,SSD,728
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Sudan,SDN,729
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Uganda,UGA,800
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,United Republic of Tanzania,TZA,834
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Zambia,ZMB,894
UNICEF_REP_REG_GLOBAL,Eastern and Southern Africa,UNICEF_ESA,Zimbabwe,ZWE,716
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Albania,ALB,8
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Andorra,AND,20
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Armenia,ARM,51
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Austria,AUT,40
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Azerbaijan,AZE,31
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Belarus,BLR,112
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Belgium,BEL,56
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Bosnia and Herzegovina,BIH,70
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Bulgaria,BGR,100
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Croatia,HRV,191
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Cyprus,CYP,196
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Czechia,CZE,203
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Denmark,DNK,208
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Estonia,EST,233
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Finland,FIN,246
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,France,FRA,250
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Georgia,GEO,268
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Germany,DEU,276
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Greece,GRC,300
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Holy See,VAT,336
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Hungary,HUN,348
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Iceland,ISL,352
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Ireland,IRL,372
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Italy,ITA,380
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Kazakhstan,KAZ,398
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Kosovo (UNSCR 1244),XKX,
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Kyrgyzstan,KGZ,417
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Latvia,LVA,428
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Liechtenstein,LIE,438
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Lithuania,LTU,440
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Luxembourg,LUX,442
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Malta,MLT,470
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Monaco,MCO,492
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Montenegro,MNE,499
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Netherlands (Kingdom of the),NLD,528
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,North Macedonia,MKD,807
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Norway,NOR,578
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Poland,POL,616
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Portugal,PRT,620
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Republic of Moldova,MDA,498
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Romania,ROU,642
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Russian Federation,RUS,643
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,San Marino,SMR,674
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Serbia,SRB,688
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Slovakia,SVK,703
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Slovenia,SVN,705
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Spain,ESP,724
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Sweden,SWE,752
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Switzerland,CHE,756
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Tajikistan,TJK,762
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Turkmenistan,TKM,795
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Türkiye,TUR,792
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Ukraine,UKR,804
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,United Kingdom,GBR,826
UNICEF_REP_REG_GLOBAL,Europe and Central Asia,UNICEF_ECA,Uzbekistan,UZB,860
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Anguilla,AIA,660
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Antigua and Barbuda,ATG,28
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Argentina,ARG,32
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Bahamas,BHS,44
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Barbados,BRB,52
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Belize,BLZ,84
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Bolivia (Plurinational State of),BOL,68
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Brazil,BRA,76
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,British Virgin Islands,VGB,92
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Chile,CHL,152
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Colombia,COL,170
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Costa Rica,CRI,188
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Cuba,CUB,192
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Dominica,DMA,212
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Dominican Republic,DOM,214
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Ecuador,ECU,218
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,El Salvador,SLV,222
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Grenada,GRD,308
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Guatemala,GTM,320
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Guyana,GUY,328
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Haiti,HTI,332
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Honduras,HND,340
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Jamaica,JAM,388
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Mexico,MEX,484
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Montserrat,MSR,500
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Nicaragua,NIC,558
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Panama,PAN,591
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Paraguay,PRY,600
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Peru,PER,604
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Saint Kitts and Nevis,KNA,659
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Saint Lucia,LCA,662
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Saint Vincent and the Grenadines,VCT,670
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Suriname,SUR,740
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Trinidad and Tobago,TTO,780
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Turks and Caicos Islands,TCA,796
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Uruguay,URY,858
UNICEF_REP_REG_GLOBAL,Latin America and Caribbean,UNICEF_LAC,Venezuela (Bolivarian Republic of),VEN,862
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Algeria,DZA,12
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Bahrain,BHR,48
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Egypt,EGY,818
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Iran (Islamic Republic of),IRN,364
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Iraq,IRQ,368
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Israel,ISR,376
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Jordan,JOR,400
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Kuwait,KWT,414
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Lebanon,LBN,422
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Libya,LBY,434
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Morocco,MAR,504
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Oman,OMN,512
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Qatar,QAT,634
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Saudi Arabia,SAU,682
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,State of Palestine,PSE,275
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Syrian Arab Republic,SYR,760
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Tunisia,TUN,788
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,United Arab Emirates,ARE,784
UNICEF_REP_REG_GLOBAL,Middle East and North Africa,UNICEF_MENA,Yemen,YEM,887
UNICEF_REP_REG_GLOBAL,North America,UNICEF_NA,Canada,CAN,124
UNICEF_REP_REG_GLOBAL,North America,UNICEF_NA,United States,USA,840
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Afghanistan,AFG,4
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Bangladesh,BGD,50
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Bhutan,BTN,64
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,India,IND,356
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Maldives,MDV,462
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Nepal,NPL,524
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Pakistan,PAK,586
UNICEF_REP_REG_GLOBAL,South Asia,UNICEF_SA,Sri Lanka,LKA,144
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Angola,AGO,24
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Benin,BEN,204
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Botswana,BWA,72
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Burkina Faso,BFA,854
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Burundi,BDI,108
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Cabo Verde,CPV,132
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Cameroon,CMR,120
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Central African Republic,CAF,140
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Chad,TCD,148
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Comoros,COM,174
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Congo,COG,178
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Côte d'Ivoire,CIV,384
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Democratic Republic of the Congo,COD,180
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Djibouti,DJI,262
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Equatorial Guinea,GNQ,226
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Eritrea,ERI,232
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Eswatini,SWZ,748
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Ethiopia,ETH,231
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Gabon,GAB,266
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Gambia,GMB,270
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Ghana,GHA,288
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Guinea,GIN,324
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Guinea-Bissau,GNB,624
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Kenya,KEN,404
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Lesotho,LSO,426
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Liberia,LBR,430
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Madagascar,MDG,450
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Malawi,MWI,454
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Mali,MLI,466
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Mauritania,MRT,478
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Mauritius,MUS,480
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Mozambique,MOZ,508
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Namibia,NAM,516
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Niger,NER,562
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Nigeria,NGA,566
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Rwanda,RWA,646
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Sao Tome and Principe,STP,678
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Senegal,SEN,686
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Seychelles,SYC,690
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Sierra Leone,SLE,694
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Somalia,SOM,706
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,South Africa,ZAF,710
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,South Sudan,SSD,728
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Sudan,SDN,729
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Togo,TGO,768
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Uganda,UGA,800
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,United Republic of Tanzania,TZA,834
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Zambia,ZMB,894
UNICEF_REP_REG_GLOBAL,Sub-Saharan Africa,UNICEF_SSA,Zimbabwe,ZWE,716
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Benin,BEN,204
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Burkina Faso,BFA,854
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Cabo Verde,CPV,132
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Cameroon,CMR,120
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Central African Republic,CAF,140
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Chad,TCD,148
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Congo,COG,178
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Côte d'Ivoire,CIV,384
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Democratic Republic of the Congo,COD,180
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Equatorial Guinea,GNQ,226
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Gabon,GAB,266
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Gambia,GMB,270
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Ghana,GHA,288
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Guinea,GIN,324
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Guinea-Bissau,GNB,624
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Liberia,LBR,430
UNICEF_REP_REG_GLOBAL,West and Central Africa,UNICEF_WCA,Mali,MLI,466
